Volksabstimmung vom 16 Mai 2004;509;509;
Bundesgesetz über die Änderung von Erlassen im Bereich der Ehe- und Familienbesteuerung. der Wohneigentumsbesteuerung und der Stempelabgaben;
102;Andelfingen;19332 ;10930 ;10785 ;4963 ;
103;Bülach;73473 ;37116 ;36593 ;15554 ;
104;Dielsdorf;44768 ;21257 ;20937 ;8894 ;
105;Hinwil;52941 ;27024 ;26637 ;11035 ;
106;Horgen;71817 ;39749 ;39167 ;16126 ;
107;Meilen;63331 ;37120 ;36524 ;18546 ;
108;Pfäffikon;34843 ;18397 ;18198 ;7821 ;
109;Uster;70354 ;35811 ;35336 ;14894 ;
110;Winterthur;93036 ;49938 ;49013 ;18658 ;
111;Dietikon;44289 ;22151 ;21826 ;9002 ;
112;Zürich;217620 ;108388 ;105371 ;29136 ;
201;Aarberg;24146 ;12456 ;12369 ;3857 ;
202;Aarwangen;28907 ;13745 ;13669 ;4042 ;
203;Bern;168688 ;92406 ;91487 ;24662 ;
204;Biel;32480 ;14949 ;14834 ;2993 ;
205;Büren;15847 ;7541 ;7515 ;2149 ;
206;Burgdorf;32622 ;15585 ;15480 ;4456 ;
207;Courtelary;15494 ;7869 ;7801 ;1180 ;
208;Erlach;7439 ;3567 ;3546 ;1105 ;
209;Fraubrunnen;27256 ;13874 ;13770 ;4145 ;
210;Frutigen;13685 ;6307 ;6259 ;1821 ;
211;Interlaken;27087 ;12571 ;12475 ;3586 ;
212;Konolfingen;41851 ;20529 ;20390 ;6072 ;
213;Laupen;10897 ;5513 ;5484 ;1522 ;
214;Moutier;15502 ;8310 ;8272 ;1258 ;
215;La Neuveville;4216 ;2162 ;2142 ;451 ;
216;Nidau;29247 ;14633 ;14555 ;4161 ;
217;Niedersimmental;16282 ;7552 ;7512 ;2034 ;
218;Oberhasli;5685 ;2502 ;2481 ;692 ;
219;Obersimmental;6176 ;2703 ;2674 ;561 ;
220;Saanen;5571 ;2424 ;2395 ;639 ;
221;Schwarzenburg;7687 ;3348 ;3333 ;839 ;
222;Seftigen;26679 ;13098 ;13010 ;3745 ;
223;Signau;18594 ;6797 ;6760 ;1578 ;
224;Thun;67843 ;32737 ;32488 ;9420 ;
225;Trachselwald;17786 ;6963 ;6919 ;1862 ;
226;Wangen;19083 ;9224 ;9175 ;2990 ;
301;Entlebuch;13040 ;7386 ;7270 ;2100 ;
302;Hochdorf;39453 ;21256 ;20973 ;8936 ;
303;Luzern;108710 ;60862 ;60065 ;21958 ;
304;Sursee;43189 ;22565 ;22182 ;9891 ;
305;Willisau;31577 ;15747 ;15530 ;5809 ;
400;KtUri;25539 ;12651 ;12319 ;3136 ;
501;Einsiedeln;8990 ;4499 ;4403 ;1995 ;
502;Gersau;1361 ;732 ;719 ;217 ;
503;Höfe;16826 ;8955 ;8755 ;4439 ;
504;Küssnacht;7807 ;4284 ;4202 ;1908 ;
505;March;22419 ;10931 ;10679 ;4647 ;
506;Schwyz;32969 ;18870 ;18366 ;6679 ;
600;KtObwalden;23020 ;11853 ;11249 ;3802 ;
700;KtNidwalden;28453 ;15047 ;14658 ;6312 ;
800;KtGlarus;25027 ;10634 ;10577 ;3540 ;
900;KtZug;67742 ;37693 ;37457 ;16122 ;
1001;La Broye;15343 ;8056 ;7977 ;1808 ;
1002;La Glâne;12535 ;6158 ;6064 ;1232 ;
1003;La Gruyere;26531 ;13633 ;13395 ;2890 ;
1004;La Sarine;53580 ;28008 ;27440 ;6349 ;
1005;See;19878 ;10365 ;10266 ;3154 ;
1006;Sense;28761 ;13743 ;13656 ;3872 ;
1007;La Veveyese;9005 ;4552 ;4449 ;1093 ;
1101;Gäu;11405 ;5699 ;5667 ;1915 ;
1102;Tal;9621 ;5053 ;5017 ;1335 ;
1103;Bucheggberg;5606 ;2952 ;2938 ;846 ;
1104;Dorneck;12948 ;6989 ;6950 ;2252 ;
1105;Gösgen;14772 ;7830 ;7788 ;2635 ;
1106;Wasseramt;30609 ;15552 ;15472 ;4504 ;
1107;Lebern;29039 ;14536 ;14444 ;4965 ;
1108;Olten;32174 ;16407 ;16295 ;5525 ;
1109;Solothurn;10517 ;5533 ;5470 ;1643 ;
1110;Thierstein;9658 ;4984 ;4963 ;1437 ;
1200;KtBasel-Stadt;110912 ;63004 ;62294 ;14921 ;
1301;Arlesheim;100225 ;54111 ;53374 ;16045 ;
1302;Laufen;12209 ;6252 ;6211 ;1897 ;
